Review,Aspect
very light in weight and tend to blow up from the floor when it is windy,Interference
It seems very plastic though,Aesthetics
I bought this for my balcony to keep from getting splinters when I go outside barefoot and I absolutely love it.,Performance
The quality seems solid and I would definitely order a Fab Habitat rug again,Performance
For a reversible and pretty rug which can make a room I can't complain about the price at all,Price
"long enough for a tall person to use even with a low guitar position (using an acoustic with a strap button under the neck.)
",Adaptability
 thought this strap looked cool,Aesthetics
Awesome. Great color,Aesthetics
extremely stylish,Aesthetics
very cool strap,Aesthetics
also quite secure,Durability
It's strong,Durability
It's well made and very sturdy.,Durability
really well made,Durability
Stitches/hardware are nice and strong,Durability
strong straps ,Durability
"Strong, ",Durability
Easy to adjust,Ease of Use
"The strap adjusts easily, ",Ease of Use
They are fairly easy to get on and off,Ease of Use
comfortable,Ergonomics
comfortable strap,Ergonomics
comfortable strap.,Ergonomics
Plenty of length for those of us who like low-slung instruments,Ergonomics
very comfortable,Ergonomics
"But this strap is so slippery I find I have to hold the guitar up with my left hand while playing, otherwise it slides down. This defeats the purpose of using a strap.",Performance
exceptional quality,Performance
high-quality,Performance
holds my bass securely,Performance
"It's top quality seatbelt material,",Performance
"With this strap on, my guitar feels more like a serious piece of equipment than with the dinky nylon ones that stores give away",Aesthetics
and falls apart very easily,Durability
It is sturdy,Durability
Now thinner and flimsier,Durability
very thin,Durability
"Also rolls rnds are glued so they are hard to get started.
",Ease of Use
is comfortable to use,Ergonomics
It is rough,Ergonomics
It's double ply and not as rough as some 100% recycled papers,Ergonomics
It's fairly soft ,Ergonomics
no softness,Ergonomics
soft enough,Ergonomics
These individually-wrapped corporate-style rolls are actually softer than the normal double-rolls,Ergonomics
good for our septic tank,Interference
it is safe for my septic tank,Interference
lint free,Interference
"Sometimes the toilet paper separates from the inner tube, causing the tube to slide out of the end slightly. It doesn't happen often, and this is the only flaw I can ever find with the product.
",Interference
Only wish it had more sheets per roll,Aesthetics
"Doesn't take extra to ""get the job done""",Performance
good product.,Performance
sturdy and absorbent,Performance
thick enough to do the job,Performance
and a great price for 100% recycled,Price
and reasonably priced,Price
cheap price!,Price
it's sold at a good price,Price
Reasonable price,Price
"need to grab a full hand full as opposed to a few sheets.
",Use Efficiency
interchangable for lefties,Adaptability
"These handles are cool, especially the crushed money handle",Aesthetics
but these were a little flimsy,Durability
"However, the handles broke off within 2 months.
",Durability
Handle is excellent and easy to hold,Ease of Use
The larger handle makes it easier to grasp and navigate,Ease of Use
 I also love the ergonomic handle design,Ergonomics
but they are so comfortable to hold,Ergonomics
handle is comfortable ,Ergonomics
Nice huge ergonomic handle ,Ergonomics
The handle feels good in the hand,Ergonomics
fantastic value for these brushes.,Price
"for travel and eating out these are a highly viable option.
",Adaptability
"I use them for yogurt, applesauce, and even spaghettios ",Adaptability
They fact that they fit my squeeze station serisouly sold them for me!,Adaptability
a cap broke on the first use,Durability
"But at least that means it wont spill
",Durability
is sturdy,Durability
Only thing I’d say is that you have to be super careful with the lids so that they don’t bend or damage when you take them off ,Durability
The pouches seal well,Durability
The zipper is strong - no leaks,Durability
These food pouches are sturdy!,Durability
These have held up great for several months now,Durability
They are durable and well made,Durability
 have the infantino squeeze station and it makes filling them a breeze BUT cleaning them is just as easy because of they zippered Bottom,Ease of Reprocessing
 I do wish they were a bit bigger or opened more,Ease of Reprocessing
and they are easy to clean,Ease of Reprocessing
are easy to clean with a bottle brush,Ease of Reprocessing
Difficult to fill and clean,Ease of Reprocessing
Easy to fill,Ease of Reprocessing
Hard to get open to clean on the bottom,Ease of Reprocessing
"I feel they clean well,",Ease of Reprocessing
I have a really hard time getting the zip lock open when it's time to wash,Ease of Reprocessing
It washes well,Ease of Reprocessing
The pouches are a little hard to fill ,Ease of Reprocessing
They are easy to clean in the dishwasher,Ease of Reprocessing
They're easy to clean,Ease of Reprocessing
are easy to feed to him,Ease of Use
easy for my 14 month old to hold,Ease of Use
I'm trying to avoid the mess of my two year old with a bowl and a spoon,Ease of Use
"It's helped with her motor skills, as she's learning to push the food at the bottom to the top",Aesthetics
They work very well,Performance
"you can't beat the squooshis size, price and quality",Performance
"but overall they are still definitely worth it and have paid for themselves many times over buying disposable pouches at the store.
",Price
don't fit much into these,Use Efficiency
allows us versatility in our choices of coffee,Adaptability
brews fine or coarse ground coffee just fine,Adaptability
Does not fit the commercial Keurig version,Adaptability
it doesn't fit our Keurig,Adaptability
The Ecko brew paper filters fit perfectly,Adaptability
"They don't fit our Keurig,",Adaptability
They fit directly into my (aging) Cuisinart Keurig-compatible coffee maker without having to insert the adapter,Adaptability
"but otherwise they are well made.
",Durability
hinges and screens show no signs of wear and tear .,Durability
These have lasted very well,Durability
easy to wash and rinse out,Ease of Reprocessing
they are super easy to clean,Ease of Reprocessing
They empty easily and rinse out clean,Ease of Reprocessing
Easy to use ,Ease of Use
It is so easy to use,Ease of Use
"Do expect, however, to find some small amount of sludge at the bottom of your cup",Interference
quality of these pods is as good as I have seen,Performance
